State,Bill_Number,Bill_Name,Summary,Source_Link,Bill_Type,Year
Pennsylvania,HB 317 – Criminalizing Malicious Deepfakes,Nan,amends the crimes code to add an offense for the **“unauthorized dissemination of an artificially generated impersonation.”** this would make it illegal to distribute ai-generated audio or video that impersonates a real person without consent (targeting harmful deepfakes).,https://www.legis.state.pa.us/cfdocs/billInfo/billInfo.cfm?sYear=2025&sInd=0&body=H&type=B&bn=317,HB,2025
Pennsylvania,HB 399,Program Integrity And Innovation,authorizes the use of data analytics and ai tools in administering public assistance programs. aims to improve fraud detection and eligibility verification in welfare programs by permitting the department of human services to utilize artificial intelligence for identifying inconsistencies or fraudulent claims.,https://www.legis.state.pa.us/cfdocs/billInfo/billInfo.cfm?sYear=2025&sInd=0&body=H&type=B&bn=399,HB,2025
Pennsylvania,HB 399 – AI in Criminal Forgery Law,Nan,updates forgery and fraud statutes to include documents or recordings generated by ai as potentially fraudulent. possibly adds penalties for using ai to forge communications or records.,https://www.legis.state.pa.us/cfdocs/billInfo/billInfo.cfm?sYear=2025&sInd=0&body=H&type=B&bn=399,HB,2025
Pennsylvania,HB 431,Unauthorized Dissemination Of Artificially Generated Impersonations Or Deepfakes,"establishes a new offense for sharing ai-generated impersonations (deepfakes) of a person without consent. this bill makes it illegal to distribute artificial intelligence–generated audio or visuals that falsely depict an individual with intent to mislead, adding such conduct to forgery and fraud crimes.",https://www.legis.state.pa.us/cfdocs/billInfo/billInfo.cfm?sYear=2025&sInd=0&body=H&type=B&bn=431,HB,2025
Pennsylvania,HB 431 – Deepfake Impersonation Crime,Nan,"similar to hb 317, explicitly creates the crime of **ai deepfake impersonation** of an individual without consent, if distributed (with intent to harm or defraud).",https://www.legis.state.pa.us/cfdocs/billInfo/billInfo.cfm?sYear=2025&sInd=0&body=H&type=B&bn=431,HB,2025
Pennsylvania,HB 518,Ai Chatbot Liability,"holds businesses accountable for promises or content produced by ai chatbots. amends the unfair trade practices act so that if a company’s consumer-facing ai (like a chatbot) generates a guarantee or policy, failing to honor those ai-generated terms is deemed an unlawful deceptive practice.",https://www.legis.state.pa.us/cfdocs/billInfo/billInfo.cfm?sYear=2025&sInd=0&body=H&type=B&bn=518,HB,2025
Pennsylvania,HB 518 – Algorithmic Accountability in Insurance,Nan,would require insurance companies to examine their use of ai and **submit reports on algorithmic bias** or disparate impact in underwriting decisions. (ensures ai doesn’t unlawfully discriminate in insurance.),https://www.legis.state.pa.us/cfdocs/billInfo/billInfo.cfm?sYear=2025&sInd=0&body=H&type=B&bn=518,HB,2025
Pennsylvania,HB 594,Use Of Artificial Intelligence In The Hiring Process,regulates the use of automated decision tools in employment hiring. updates the pennsylvania human relations act to define ai-driven hiring systems and requires employers to meet fairness and transparency standards — including potential civil penalties — to prevent algorithmic bias in recruitment.,https://www.legis.state.pa.us/cfdocs/billInfo/billInfo.cfm?sYear=2025&sInd=0&body=H&type=B&bn=594,HB,2025
Pennsylvania,HB 594 – Facial Recognition & Law Enforcement,Nan,potentially regulates or places moratoria on law enforcement’s use of facial recognition or other ai surveillance tools (exact text would clarify).,https://www.legis.state.pa.us/cfdocs/billInfo/billInfo.cfm?sYear=2025&sInd=0&body=H&type=B&bn=594,HB,2025
Pennsylvania,HB 811,Prohibiting The Misuse Of Artificial Intelligence In Campaigns,"creates civil liability for using ai to produce fraudulent campaign materials. this bill would allow candidates to take legal action if ai-generated content impersonates them or misrepresents their positions within 90 days of an election, aiming to deter deepfake-style election disinformation.",https://www.legis.state.pa.us/cfdocs/billInfo/billInfo.cfm?sYear=2025&sInd=0&body=H&type=B&bn=811,HB,2025
Pennsylvania,HB 95,Disclosure Of Artificially Intelligent Generated Content,requires clear labeling of content generated by artificial intelligence in consumer products. amends the state’s consumer protection law to ensure any ai-generated material is disclosed to prevent consumers from being misled by unlabeled ai-created media.,https://www.legis.state.pa.us/cfdocs/billInfo/billInfo.cfm?sYear=2025&sInd=0&body=H&type=B&bn=0095,HB,2025
Pennsylvania,HR 81 – Resolution on AI,Nan,"a resolution likely to establish a committee or task force to study ai or to urge congress/federal government on some ai issue (e.g., hr 81 might be urging federal action on ai governance).",https://www.legis.state.pa.us/cfdocs/billInfo/billInfo.cfm?sYear=2025&sInd=0&body=H&type=R&bn=81,HB,2025
Pennsylvania,SB 431,Combating Cybersecurity Risks And Artificial Intelligence Right-To-Know Requests,amends the right-to-know law to address ai-related security concerns. expands definitions to include generative ai and provides that agencies may deny public record requests for certain information involving ai or cybersecurity if releasing those records would pose a security risk.,https://www.legis.state.pa.us/cfdocs/billInfo/billInfo.cfm?sYear=2025&sInd=0&body=S&type=B&bn=431,SB,2025
Rhode Island,HB 5123,Artificial Intelligence Accountability Act,"""requires the department of administration to inventory all state agencies’ use of ai. establishes a 13-member permanent commission to monitor ai use in state government and recommend related policies.""",https://legiscan.com/RI/bill/H5123/2025,HB,2025
Rhode Island,HB 5172,Transparency And Accountability In Artificial Intelligence Use By Health Insurers To Manage Coverage And Claims Act,"""promotes transparency and accountability in health insurers’ use of ai for managing coverage and claims. mandates disclosures and oversight to ensure ai-driven decisions do not unjustly deny care and are subject to proper review.""",https://legiscan.com/RI/bill/H5172/2025,HB,2025
Rhode Island,HB 5123 – Prohibit Algorithmic Price Gouging,Nan,would forbid the use of **automated or algorithmic pricing** in consumer sales that results in price discrimination or gouging beyond certain limits.,http://status.rilin.state.ri.us/H5123,HB,2025
Rhode Island,HB 5172 – Deepfake Political Ads,Nan,"prohibits publishing or distributing, within 30 days of an election, any **materially deceptive ai-generated audio or visual of a candidate** with intent to injure the candidate’s election chances, unless it contains a clear disclosure that it is altered.",http://status.rilin.state.ri.us/H5172,HB,2025
Rhode Island,HB 5217 – AI Task Force,Nan,"creates a legislative commission to study the **impact of ai in rhode island**, including economic, ethical, and legal considerations, and to report recommendations for state policy.",http://status.rilin.state.ri.us/H5217,HB,2025
Rhode Island,HB 5224 – Personal Data and AI,Strengthens Personal Data Protections By Addressing **Ai Processing Of Personal Data,possibly requiring notices or consent if personal data is used in automated decision-making or profiling.,http://status.rilin.state.ri.us/H5224,HB,2025
Rhode Island,HB 5434 – Right to Control One’s Likeness,Akin To Elvis Acts Elsewhere,"provides that individuals hold the rights to their **voice, name, and likeness**, and unauthorized ai-generated reproductions can be pursued as civil violations.",http://status.rilin.state.ri.us/H5434,HB,2025
Rhode Island,SB 13,Transparency And Accountability In Artificial Intelligence Use By Health Insurers To Manage Coverage And Claims Act,"""promotes transparency and accountability in health insurers’ use of ai for managing coverage and claims. mandates disclosures and oversight to ensure ai-driven decisions do not unjustly deny care and are subject to proper review.""",https://legiscan.com/RI/bill/S0013/2025,SB,2025
Rhode Island,SB 13 – Autonomous Weapon Ban,Nan,prohibits law enforcement from using **autonomous robotic weapons** (ai-driven lethal devices).,http://status.rilin.state.ri.us/S0013,SB,2025
Rhode Island,SB 56 – AI Commission,Nan,"establishes a permanent **commission on ai** to advise the state on ai-related policy, monitor developments, and recommend regulations as needed annually.",http://status.rilin.state.ri.us/S0056,SB,2025
Rhode Island,SB 8 – State Use of Facial Recognition Moratorium,Nan,places a moratorium on state and local government use of **facial recognition technology** (a specific ai subfield) until certain conditions or regulations are met.,http://status.rilin.state.ri.us/S0008,SB,2025
South Carolina,HB 3042,"Eavesdropping, Peeping, And Voyeurism","expands the state’s peeping tom and voyeurism laws to include realistic but false images, recordings, or files created using generative ai (deepfakes)&#8203;:contentreference[oaicite:0]{index=0}. increases the penalties for violations and requires law enforcement to destroy such materials when no longer needed as evidence and to notify any additional victims&#8203;:contentreference[oaicite:1]{index=1}",https://www.scstatehouse.gov/sess126_2025-2026/bills/3042.htm,HB,2025
South Carolina,HB 3045,Obscene Visual Representations Of Child Sexual Abuse,"creates a new felony offense prohibiting the production, distribution, or possession of obscene visual depictions of minors engaged in sexual activity – including images or videos generated by artificial intelligence – without consent&#8203;:contentreference[oaicite:2]{index=2}. violators face criminal penalties (imprisonment for up to 10 years), with exceptions for law enforcement handling such material in investigations&#8203;:contentreference[oaicite:3]{index=3}",https://www.scstatehouse.gov/sess126_2025-2026/bills/3045.htm,HB,2025
South Carolina,HB 3058,Disclosure Of Intimate Images,"defines a “digitally forged intimate image” as a realistic fake image made with machine-learning&#8203;:contentreference[oaicite:4]{index=4}, and makes it unlawful to disseminate someone’s intimate image or an ai-generated sexually explicit image of them without their consent. establishes privacy protections and penalties for non-consensual distribution of intimate deepfakes&#8203;:contentreference[oaicite:5]{index=5}&#8203;:contentreference[oaicite:6]{index=6}",https://www.scstatehouse.gov/sess126_2025-2026/bills/3058.htm,HB,2025
South Carolina,HB 3064,Autopsy Photographs,"revises the law on autopsy photos to specify who may access such photos and recordings, and under what circumstances&#8203;:contentreference[oaicite:7]{index=7}. allows autopsy images to be used for legitimate medical, scientific, or law enforcement training purposes only after removing identifying information and making the decedent unidentifiable by facial recognition technology&#8203;:contentreference[oaicite:8]{index=8}",https://www.scstatehouse.gov/sess126_2025-2026/bills/3064.htm,HB,2025
South Carolina,HB 3431,South Carolina Social Media Regulation Act,"imposes strict requirements on social media companies to protect minors. prohibits social media platforms from allowing under-18 users without parental consent and requires features such as age verification, default privacy settings, nighttime use restrictions, and parental oversight tools; also mandates annual reporting on these safeguards&#8203;:contentreference[oaicite:9]{index=9}",https://www.scstatehouse.gov/sess126_2025-2026/bills/3431.htm,HB,2025
South Carolina,HB 3517,"""Deceptive And Fraudulent Deepfake Media In Elections""","prohibits the distribution of deceptive ai-generated “deepfake” media depicting a political candidate within 90 days of an election, unless it includes clear written disclosure that it has been manipulated by ai&#8203;:contentreference[oaicite:10]{index=10}. a candidate whose likeness is used in a violative deepfake may seek court-ordered relief and damages against the distributor&#8203;:contentreference[oaicite:11]{index=11}",https://www.scstatehouse.gov/sess126_2025-2026/bills/3517.htm,HB,2025
South Carolina,HB 3796,Granting Or Recognizing Legal Personhood,"prohibits any state or local government entity from granting or recognizing legal personhood in an artificial intelligence system or other non-human entity&#8203;:contentreference[oaicite:12]{index=12}. ensures that ai, inanimate objects, animals, and other non-humans cannot be given the legal rights or status of a person under south carolina law&#8203;:contentreference[oaicite:13]{index=13}",https://www.scstatehouse.gov/sess126_2025-2026/bills/3796.htm,HB,2025
South Carolina,SB 268,"""Children And Social Media""","seeks to protect minors on social media by requiring “covered” online services to prioritize child safety in their design and data practices&#8203;:contentreference[oaicite:15]{index=15}. mandates that platforms provide tools like screen-time limits and data privacy safeguards for minors, offer parents monitoring controls, and publish regular reports on measures to prevent harm to minor users&#8203;:contentreference[oaicite:16]{index=16}",https://www.scstatehouse.gov/sess126_2025-2026/bills/268.htm,SB,2025
South Carolina,SB 443,Health Claims & Ai,"requires human oversight for health insurance decisions made using ai tools&#8203;:contentreference[oaicite:17]{index=17}. under this bill, no healthcare coverage determination can rely solely on an automated algorithm; any ai-assisted coverage decision (such as a preauthorization denial) must be reviewed and approved by a licensed physician before taking effect&#8203;:contentreference[oaicite:18]{index=18}",https://www.scstatehouse.gov/sess126_2025-2026/bills/443.htm,SB,2025
South Dakota,SB 148,"""Define Ai And Deepfake Terms; Require Ai Content Disclosure""","seeks to codify definitions for artificial intelligence (ai), deepfake media, and related terms in south dakota law, and would require that any political message containing ai-generated content include a disclosure stating it was produced by ai — an initial step to address ai-driven misinformation in election campaigns.",https://sdlegislature.gov/Session/Bill/26154,SB,2025
South Dakota,SB 164,"""Prohibit Use Of Deepfakes To Influence Elections""","prohibits the dissemination of ai-generated “deepfake” images, audio, or videos intended to sway elections without a clear label indicating ai generation, and establishes civil and criminal penalties for unlabeled deepfake political content within 90 days of an election.",https://sdlegislature.gov/Session/Bill/26046,SB,2025
Tennessee,HB 1209,Ai Advisory Council Amendments,"""updates the tennessee artificial intelligence advisory council act by redefining 'artificial intelligence' and expanding the council's membership from 24 to up to 27 members. also directs the council to implement additional changes in its operations.""",https://wapp.capitol.tn.gov/apps/Billinfo/default.aspx?BillNumber=HB1209&ga=114,HB,2025
Tennessee,HB 1382,Health Insurance Ai Oversight,"""requires health insurance companies to institute oversight and transparency when using ai or algorithms to make utilization management decisions. insurers must regularly review the performance of any ai tools used for reviewing medical treatments and provide disclosures about their use.""",https://wapp.capitol.tn.gov/apps/Billinfo/default.aspx?BillNumber=HB1382&ga=114,HB,2025
Tennessee,HB 531,Ai Education Curriculum,"""requires k-12 public schools to teach students how to use and critically evaluate artificial intelligence tools as part of the curriculum. also directs the state department of education to issue implementation guidance and offer ai-related professional development for educators.""",https://wapp.capitol.tn.gov/apps/Billinfo/default.aspx?BillNumber=HB0531&ga=114,HB,2025
Tennessee,HB 933,Ai Weapons Detection Pilot (Schools),"""creates a three-year pilot grant program for installing ai-driven weapons detection systems in schools. the state education department would award grants to local school districts to purchase ai weapons screening technology for schools that do not yet have such systems.""",https://wapp.capitol.tn.gov/apps/Billinfo/default.aspx?BillNumber=HB0933&ga=114,HB,2025
Tennessee,SB 1261,Health Insurance Ai Oversight,"""requires health insurance companies to institute oversight and transparency when using ai or algorithms to make utilization management decisions. insurers must regularly review the performance of any ai tools used for reviewing medical treatments and provide disclosures about their use.""",https://wapp.capitol.tn.gov/apps/Billinfo/default.aspx?BillNumber=SB1261&ga=114,SB,2025
Tennessee,SB 1362,Ai Advisory Council Amendments,"""updates the tennessee artificial intelligence advisory council act by redefining 'artificial intelligence' and expanding the council's membership from 24 to up to 27 members. also directs the council to implement additional changes in its operations.""",https://wapp.capitol.tn.gov/apps/Billinfo/default.aspx?BillNumber=SB1362&ga=114,SB,2025
Tennessee,SB 514,Ai Education Curriculum,"""requires k-12 public schools to teach students how to use and critically evaluate artificial intelligence tools as part of the curriculum. also directs the state department of education to issue implementation guidance and offer ai-related professional development for educators.""",https://wapp.capitol.tn.gov/apps/Billinfo/default.aspx?BillNumber=SB0514&ga=114,SB,2025
Tennessee,SB 814,Ai Weapons Detection Pilot (Schools),"""creates a three-year pilot grant program for installing ai-driven weapons detection systems in schools. the state education department would award grants to local school districts to purchase ai weapons screening technology for schools that do not yet have such systems.""",https://wapp.capitol.tn.gov/apps/Billinfo/default.aspx?BillNumber=SB0814&ga=114,SB,2025
Texas,HB 1709 – “Texas Responsible AI Governance Act”,Nan,"a comprehensive proposal introducing new categories of regulated ai entities (like **“ai distributors”** who put ai systems on the market, and **“integrators”** who incorporate ai into software). it requires reasonable steps to prevent algorithmic discrimination (including withdrawing biased ai systems), prohibits certain ai practices (such as social scoring based on sensitive attributes), and even creates a **regulatory sandbox** for ai innovation. it also includes workforce training investments to mitigate job displacement by ai.",https://capitol.texas.gov/BillLookup/History.aspx?LegSess=89R&Bill=HB1709,HB,2025
Texas,HB 1265,Artificial Intelligence Mental Health Services,promotes the integration of artificial intelligence in mental health services to improve care accessibility and treatment effectiveness.,https://capitol.texas.gov/BillLookup/History.aspx?LegSess=89R&Bill=HB1265,HB,2025
Texas,HB 149,Regulation Of Artificial Intelligence Systems,"establishes regulations and civil penalties governing the deployment and use of artificial intelligence systems in texas, ensuring oversight and compliance with state standards.",https://capitol.texas.gov/BillLookup/History.aspx?LegSess=89R&Bill=HB149,HB,2025
Texas,HB 1709,Texas Responsible Artificial Intelligence Governance Act,"implements comprehensive requirements for transparency, accountability, and ethical use of ai across multiple sectors in texas, including prohibitions on discriminatory practices.",https://capitol.texas.gov/BillLookup/History.aspx?LegSess=89R&Bill=HB1709,HB,2025
Texas,HB 2298,Ai Technology For Cancer Detection Grants,establishes a grant program to help healthcare facilities adopt artificial intelligence technologies to enhance early cancer detection through medical imaging.,https://capitol.texas.gov/BillLookup/History.aspx?LegSess=89R&Bill=HB2298,HB,2025
Texas,HB 2400,Prohibition Of Ai In Classroom Instruction,"prohibits the use of artificial intelligence technology in classroom instruction in k-12 education, ensuring human-driven teaching methods.",https://capitol.texas.gov/BillLookup/History.aspx?LegSess=89R&Bill=HB2400,HB,2025
Texas,HB 2818,Artificial Intelligence Division Establishment,creates an ai division within the department of information resources to oversee state government ai initiatives and system implementations.,https://capitol.texas.gov/BillLookup/History.aspx?LegSess=89R&Bill=HB2818,HB,2025
Texas,HB 2922,Ai In Health Insurance Claims Processing,"mandates oversight and transparency for ai-driven automated decisions in health insurance claim processing, protecting patients from unfair algorithmic determinations.",https://capitol.texas.gov/BillLookup/History.aspx?LegSess=89R&Bill=HB2922,HB,2025
Texas,HB 3512,Artificial Intelligence Training For Government Employees,requires ai training programs for state and local government employees to ensure responsible adoption and informed use of ai technologies.,https://capitol.texas.gov/BillLookup/History.aspx?LegSess=89R&Bill=HB3512,HB,2025
Texas,HB 366,Disclosures For Political Advertising With Altered Media,requires political advertisements using ai-altered images or videos to clearly disclose modifications; creates a criminal offense for non-compliance.,https://capitol.texas.gov/BillLookup/History.aspx?LegSess=89R&Bill=HB366,HB,2025
Texas,HB 3755,Regulation Of Biometrics In Ai Systems,"imposes privacy and usage standards for biometric identifiers (e.g., facial recognition) when utilized by artificial intelligence technologies.",https://capitol.texas.gov/BillLookup/History.aspx?LegSess=89R&Bill=HB3755,HB,2025
Texas,HB 3808,Artificial Intelligence Advisory Council And Learning Lab,"establishes an advisory council and ai learning laboratory to guide texas state government in researching, developing, and responsibly deploying ai.",https://capitol.texas.gov/BillLookup/History.aspx?LegSess=89R&Bill=HB3808,HB,2025
Texas,HB 4390,Parental Rights On Ai Grading Systems,grants parents the right to be informed about and restrict the use of ai-based automated grading systems on student assessments in public schools.,https://capitol.texas.gov/BillLookup/History.aspx?LegSess=89R&Bill=HB4390,HB,2025
Texas,HB 4437,Authentication And Tracking Of Digital Content,directs the creation of systems to identify and label ai-generated digital content to prevent misinformation and ensure content authenticity.,https://capitol.texas.gov/BillLookup/History.aspx?LegSess=89R&Bill=HB4437,HB,2025
Texas,HB 4448,Ai Review Of Public School Library Materials,"requires public schools to utilize artificial intelligence for reviewing library materials, imposing penalties for failing to adhere to screening requirements.",https://capitol.texas.gov/BillLookup/History.aspx?LegSess=89R&Bill=HB4448,HB,2025
Texas,HB 4455,Regulation Of Ai Use By Healthcare Providers,establishes guidelines for healthcare providers on the ethical and safe deployment of artificial intelligence in medical diagnostics and patient care.,https://capitol.texas.gov/BillLookup/History.aspx?LegSess=89R&Bill=HB4455,HB,2025
Texas,HB 481,Ai-Generated Child Pornography,"expands child pornography laws to criminalize ai-generated images depicting child sexual abuse, even without real victims.",https://capitol.texas.gov/BillLookup/History.aspx?LegSess=89R&Bill=HB481,HB,2025
Texas,HB 556,Artificially Generated Media In Elections,creates a criminal offense for the use of deceptive ai-generated content intended to influence election outcomes.,https://capitol.texas.gov/BillLookup/History.aspx?LegSess=89R&Bill=HB556,HB,2025
Texas,HB 581,Cyberbullying Via Ai-Generated Explicit Material,"enables legal action against ai-generated explicit content used for cyberbullying, especially involving minors, and mandates age restrictions for ai platforms.",https://capitol.texas.gov/BillLookup/History.aspx?LegSess=89R&Bill=HB581,HB,2025
Texas,SB 1411,Ai Algorithms In Healthcare,"regulates the use of artificial intelligence algorithms by healthcare providers and insurers, ensuring transparency and accountability in medical decision-making.",https://capitol.texas.gov/BillLookup/History.aspx?LegSess=89R&Bill=SB1411,SB,2025
Texas,SB 1700,Creation Of Ai Division Within State Government,establishes an artificial intelligence division within the texas department of information resources to oversee statewide implementation of ai.,https://capitol.texas.gov/BillLookup/History.aspx?LegSess=89R&Bill=SB1700,SB,2025
Texas,SB 1964,Government Ai And Data Management Regulation,"sets comprehensive guidelines for texas government agencies' use of artificial intelligence and data management, emphasizing transparency, privacy, and ethical standards.",https://capitol.texas.gov/BillLookup/History.aspx?LegSess=89R&Bill=SB1964,SB,2025
Texas,SB 20,Criminalizing Ai-Generated Child Sexual Abuse Material,"makes possession or promotion of ai-generated images depicting child sexual abuse explicitly illegal, closing existing loopholes in state law.",https://capitol.texas.gov/BillLookup/History.aspx?LegSess=89R&Bill=SB20,SB,2025
Texas,SB 228,Prohibition On Ai-Manipulated Political Advertising,creates criminal penalties for producing or distributing political advertising manipulated by generative ai without clear disclosure.,https://capitol.texas.gov/BillLookup/History.aspx?LegSess=89R&Bill=SB228,SB,2025
Texas,SB 382,Ban On Ai Use In Public School Classrooms,"prohibits public schools from employing artificial intelligence technology in classroom instruction, preserving traditional educational practices.",https://capitol.texas.gov/BillLookup/History.aspx?LegSess=89R&Bill=SB382,SB,2025
Texas,SB 441,Civil Liability For Ai-Generated Explicit Material,creates civil liability for individuals producing or distributing ai-generated explicit images (deepfakes) without the subject’s consent.,https://capitol.texas.gov/BillLookup/History.aspx?LegSess=89R&Bill=SB441,SB,2025
Texas,SB 442,Criminal Penalties For Unauthorized Ai-Generated Explicit Content,"increases criminal penalties for unauthorized production or distribution of sexually explicit ai-generated (deepfake) material, enhancing protections for victims.",https://capitol.texas.gov/BillLookup/History.aspx?LegSess=89R&Bill=SB442,SB,2025
Texas,SB 668,Ai Disclosure Requirements,requires businesses and agencies to clearly disclose when artificial intelligence systems are involved in decision-making processes or consumer interactions.,https://capitol.texas.gov/BillLookup/History.aspx?LegSess=89R&Bill=SB668,SB,2025
Texas,SB 815,Ai Regulation In Health Insurance Claims,"imposes accountability requirements on health insurers using ai systems for claim processing, ensuring patient protection against adverse automated decisions.",https://capitol.texas.gov/BillLookup/History.aspx?LegSess=89R&Bill=SB815,SB,2025
Utah,HB 168,Artificial Intelligence In Education,"""establishes an artificial intelligence in education task force to guide ai integration in utah's schools and develop related policies.""",https://le.utah.gov/~2025/bills/static/HB0168.html,HB,2025
Utah,HB 444,Data Privacy Amendments,"""modifies government data privacy and oversight laws to include facial recognition and automated decision-making systems under new privacy safeguards.""",https://le.utah.gov/~2025/bills/static/HB0444.html,HB,2025
Utah,HB 452,Artificial Intelligence Amendments,"""creates protections for users of ai mental health chatbots by banning these services from selling personal data or using it beyond providing mental health care. it also requires chatbots to clearly inform users they are ai (not human) and imposes penalties for violations.""",https://le.utah.gov/~2025/bills/static/HB0452.html,HB,2025
Utah,SB 180,Law Enforcement Usage Of Artificial Intelligence,"""requires each law enforcement agency to establish a policy on generative ai use. also mandates that any police report written with ai assistance include a clear disclaimer and be reviewed for accuracy by the officer.""",https://le.utah.gov/~2025/bills/static/SB0180.html,COMMENT,2025
Utah,SB 226,Artificial Intelligence Consumer Protection Amendments,"""limits mandatory upfront ai disclosure to only high-risk chatbot services like legal or medical advice while allowing ai to remain undisclosed unless asked in other cases. companies that fail to comply with these rules can face fines.""",https://le.utah.gov/~2025/bills/static/SB0226.html,COMMENT,2025
Utah,SB 271,Unauthorized Artificial Intelligence Impersonation Amendments,"""prohibits the use of a person's name or likeness via ai without consent to falsely endorse products or solicit donations. allows victims of such ai impersonation to sue and recover profits made from the misuse of their identity.""",https://le.utah.gov/~2025/bills/static/SB0271.html,COMMENT,2025
Utah,SB 332,Artificial Intelligence Revisions,"""extends the repeal (sunset) date of the utah artificial intelligence policy act from 2025 to july 1 2027. this keeps the state's ai policy office operating for an additional two years.""",https://le.utah.gov/~2025/bills/static/SB0332.html,COMMENT,2025
Vermont,HB 341,An Act Relating To Creating Oversight And Safety Standards For Developers And Deployers Of Inherently Dangerous Artificial Intelligence Systems,this bill creates new oversight and safety standards for the development and deployment of high-risk ai systems. it seeks to ensure accountability by requiring thorough risk assessments and responsible practices for ai developers and deployers.,https://legislature.vermont.gov/bill/status/2026/H.341,HB,2025
Vermont,HB 365,An Act Relating To The Regulation Of Social Media Platforms And Artificial Intelligence Systems,"this bill requires providers of social media platforms and ai systems to register annually with the state and comply with new safety and privacy standards. it includes protections for minors and transparency measures for ai interactions, aiming to prevent harmful practices and ensure accountability.",https://legislature.vermont.gov/bill/status/2026/H.365,HB,2025
Vermont,HB 389,An Act Relating To Restricting The Use Of Artificial Intelligence To Affect Rental Housing Pricing And Availability,this bill would ban collusion and the use of ai-driven algorithms to manipulate rental housing prices or availability. it is intended to protect tenants from algorithmic price-fixing and ensure fair housing market practices.,https://legislature.vermont.gov/bill/status/2026/H.389,HB,2025
Vermont,SB 23,An Act Relating To The Use Of Synthetic Media In Elections,"this bill requires clear disclosure when synthetic media (deepfake content) is used within 90 days of an election. it aims to prevent deception of voters by mandating labels on ai-manipulated images, videos, or audio in political content, with penalties for non-compliance.",https://legislature.vermont.gov/bill/status/2026/S.23,SB,2025
Virginia,HB 1642,Criminal Justice Risk Assessments,"requires that any recommendation or prediction from an ai-based tool used for criminal justice decisions (such as pretrial release, sentencing, probation, or parole) be reviewed and approved by a qualified human decision-maker. prohibits using ai-generated recommendations as the sole basis for such decisions and allows legal challenges to the use of these tools.",https://legiscan.com/VA/bill/HB1642/2025,HB,2025
Virginia,HB 1818,Eligible Security Equipment,establishes a school safety firearm detection software pilot program as part of the public school security equipment grant initiative. defines 'firearm detection software' as an ai-driven technology that analyzes live video feeds for firearms and immediately alerts law enforcement and school officials when a weapon is detected.,https://legiscan.com/VA/bill/HB1818/2025,HB,2025
Virginia,HB 1870,Residential Landlord And Tenant Act,"bans the sale of any algorithmic software or service used to set or recommend rental housing prices. aims to prevent automated rent-setting algorithms from influencing rental rates in residential leases, with civil penalties for violations.",https://legiscan.com/VA/bill/HB1870/2025,HB,2025
Virginia,HB 2046,High-Risk Ai (Public Bodies),"requires state and local public bodies to adhere to new standards when developing, procuring, or using 'high-risk' ai systems. directs the state’s chief information officer to establish policies and procedures for high-risk ai in government and convene a work group to study local compliance, with findings reported back.",https://legiscan.com/VA/bill/HB2046/2025,HB,2025
Virginia,HB 2047,State Residential Landlord And Tenant Act,"prohibits landlords from using or incorporating algorithmic pricing tools to determine rent for prospective tenants. initiates a study (with a required report) on the impact of algorithmic rent-setting on the housing market, addressing concerns that such ai-driven pricing could distort competition.",https://legiscan.com/VA/bill/HB2047/2025,HB,2025
Virginia,HB 2094,High-Risk Artificial Intelligence Developer And Deployer Act,"enacts the high-risk artificial intelligence developer and deployer act, which imposes requirements on businesses that create or deploy 'high-risk' ai systems used in consequential decisions (like employment, lending, health care, housing, or insurance). it requires these ai developers and deployers to implement safeguards against algorithmic discrimination, with enforcement by the attorney general and civil penalties for violations.",https://legiscan.com/VA/bill/HB2094/2025,HB,2025
Virginia,HB 2121,Digital Content Authenticity And Transparency Act,"establishes the digital content authenticity and transparency act. requires developers of generative ai services to embed provenance metadata (traceable origin information) into any synthetic digital content they produce and to provide public tools for reading these markers, in order to help distinguish ai-generated media from authentic content.",https://legiscan.com/VA/bill/HB2121/2025,HB,2025
Virginia,HB 2231 – Rental Algorithm Transparency,Nan,requires landlords to disclose if they use **ai-driven tenant screening or rent-setting algorithms** and allows tenants to request human review of decisions.,https://lis.virginia.gov/cgi-bin/legp604.exe?251+ful+HB2231,HB,2025
Virginia,HB 2250,Ai Training Data Transparency Act,"introduces the artificial intelligence training data transparency provisions into virginia’s consumer data protection act. allows consumers to use a single, universal opt-out mechanism (such as a browser setting or extension) to prohibit companies from processing their personal data, including for ai model training.",https://legiscan.com/VA/bill/HB2250/2025,HB,2025
Virginia,HB 2268,"Division Of Emerging Technologies, Cybersecurity, And Data Privacy","creates a division of emerging technologies, cybersecurity, and data privacy within the office of the attorney general. charges this new division with overseeing and enforcing laws related to cybersecurity, data privacy, and the use of ai and other emerging technologies, and requires it to submit an annual report on its activities.",https://legiscan.com/VA/bill/HB2268/2025,HB,2025
Virginia,HB 2288,Unlawful Dissemination Of Intimate Images Of Another,creates stricter penalties for distributing false intimate images (deepfakes) of someone without consent. establishes a tiered system of criminal charges for the unlawful dissemination of ai-generated or digitally altered intimate images that realistically depict a person.,https://legiscan.com/VA/bill/HB2288/2025,HB,2025
Virginia,HB 2338,Public Education (Ai In Graduation Requirements),modifies high school graduation requirements and course options. eliminates the standalone virtual course requirement for graduation and directs the board of education to issue guidelines allowing computer science and artificial intelligence courses to count toward graduation requirements.,https://legiscan.com/VA/bill/HB2338/2025,HB,2025
